comman,text,label
وزارة الصحة: مقتل 3 فلسطينيين في مظاهرات غزة اليوم,مظاهرات بغزة دون وقع ضحايا,0
باكستان توافق على أول خدمة لإعادة التأمين الإسلامي,البدء في برنامج تكافل لإعادة التأمين الإسلامي في الباكستان,1
لوحة نيكولسون التي بيعت بـ 165 ألف استرليني مزيفة,لوحة مزيفة لنيكولوسن تُباع ب900 ألف جنيه استرليني,0
فر الآلاف من مواطنين جنوب غربي سوريا خوفا من هجوم القوات الحكومية,عودة المواطنين جنوب غربي سوريا لبيوتهم رغم الهجوم من القوات الحكومية,0
السجن 6 سنوات للناشط السعودي عيسى النخيفي إثر انتقاده الحكومة على تويتر,حكم قضائي ببراءة الناشط السعودي عيسى النخيفي,0
رئيس وزراء تونس يتهم نجل الرئيس السبسي بـتدمير الحزب الحاكم,رئيس الوزراء التونسي يدعم خطوات نجل الرئيس السبسي,0
إضراب يشل أهم موانئ إسرائيل,موانئ إسرائيلية تتعطل بفعل الإضراب,1
ترامب يريد حظر سيارات المرسيدس في أميركا,ترامب: الاسواق مفتوحة أمام المرسيدس,0
سويسرا تسعى للتحول إلى وادي العملات الرقمية,سويسرا وجهة للعملات الرقمية,1
مقتل ضابط وجندي إسرائيليين في عملية دهس بالضفة الغربية,نجاة ضابط و جندى إسرائيليين من عملية دهس بالضفة الغربية,0
إدراج المعارض المصري خالد علي في قوائم الممنوعين من السفر,رفع إسم خالد علي من قوائم الممنوعين من السفر,0
وفاة مصممة رقصات أكثر من 60 مسرحية في بريطانيا منها كاتس,وفاة مصمة رقصات شهيرة في بريطانيا كانت قد صممت رقصات لأكثر من 60 مسرحية,1
تراجع في النفط تزامناً مع زيادة المخزون الأميركي,المخزون الأميركي يصعد بالنفط,0
تحذيرات ألمانية من حرب ترامب التجارية,ألمانيا تحذر من تداعيات سياسات ترامب التجارية,1
ابن الرابعة أمام المحكمة بتهمة تقبيل زميلته,طفل في الرابعة من عمره متهم بتقبيل زميلته,1
مصر تضع اللمسات النهائية لهدنة طويلة الأمد بين الفصائل الفلسطينية وإسرائيل,مصر تُشعل الأوضاع بين الفصائل الفلسطينية وإسرائيل,0
الانسحاب من الاتفاق النووي لصالح تركيا,تضرر تركي جراء تضعضع الاتفاق النووي,0
الكويت تطرد السفير الفلبيني وتستدعي سفيرها من مانيلا للتشاور,السفير الفلبيني فى الكويت يواصل عمله بصورة طبيعية,0
الصدر والعامري يعلنان تحالفا لتشكيل الحكومة العراقية ويرفضان المحاصصة,تحالفا يضم الصدر والعامري لتشكيل الحكومة العراقية ويرفضان المحاصصة,1
السياسة وعوامل ثلاثة تهوي بالليرة,ثلاث عوامل تدفع الليرة للصعود,0
قتلى وجرحى في قصف جوي على موقع عسكري في سوريا,قصف على موقع عسكرى فى سوريا دون اصابات,0
لا نساء في عروض المصارعة بالسعودية,منع الفتيات السعوديات من المشاركة في عروض المصارعة,1
وزير الخارجية الأمريكي في الرياض في بداية جولته بالشرق الأوسط,فيلم النمر الأسود يحصد مليار دولار منذ بداية عرضه,other
أدنوك تستثمر 165 مليار درهم في التكرير والبتروكيماويات,165 مليار درهم في التكرير والبتروكيماويات استثمارات من قبل أدنوك,1
بدء عصر الغاز الطبيعي,بدء عصر الطاقة الشمسية,0
روسيا غاضبة من القيود الأميركية ضد بنوكها,فرض عثوبات روسية على بنوك أميركية,0
توتال وأرامكو تتفقان على بناء مجمع بتروكيماويات عملاق,اتفاق بين شركتين عملاقتين في مجال البتروكيماويات,1
حذر روحانى ترامب قائلا ان اللعب مع إيران بمثابة اللعب بذيل الأسد,تعاون بين روحانى و ترامب,0
خدمات البث المباشر للموسيقى على الإنترنت أكثر الوسائل ربحية,أكثر الوسائل ربحية على الإنترنت هي خدمات البث الموسيقي المباشر,1
اختطاف 14 من قوات الأمن الإيرانية، وجماعة سنية تعلن مسؤوليتها,أفرجت الجماعة السنية عن قوات الأمن المختطفة,0
اجتماع طارئ لمجلس الأمن لبحث هجوم دوما وروسيا تنفي وجود أدلة,مجلس الأمن يتجاهل هجوم دوما,0
250 قتيلا جراء قصف الغوطة الشرقية في سوريا,قصف على الغوطة الشرقية دون سقوط ضحايا,0
جندي أمريكي سابق: كرهت نفسي بعد انتهاكات سجن أبو غريب في العراق,روايات الجنود الأمريكان: انتهاكات سجن أبو غريب في العراق تفوق التوقعات,1
إسرائيل تتهم الرئيس محمود عباس بمعادة السامية,الرئيس محمود عباس متهم بمعادة السامية,1
غصن الزيتون: الاسم الجديد لشارع سفارة واشنطن في تركيا,إطلاق اسم غصن الزيتون على شارع سفارة واشنطن في تركيا,1
اقتراح أممى بنشر قوات عسكرية هدفها حماية الفلسطينيين في الضفة المحتلة,رفض نشر قوات عسكرية في الضفة المحتلة,0
شاب كوسوفي عائد من الحرب : وجدت نفسي بين السيء والأسوأ في سوريا,أوضح شاب كوسوفي عن معاناته في سوريا,1
جميلة جميل تتحدث عن وزنها الغير مناسب لممثلة في هوليوود,جميلة جميل تتحدث عن طولها الغير مناسب لممثلة في هوليوود,0
الرئيس الفلسطيني يخضع للعلاج من الالتهاب الرئوي,الرئيس الفلسطيني بصحة جيدة بعد اجراء فحوصات طبية,0
توقيع اتفاق سلام جديد لإنهاء الحرب الأهلية في جنوب السودان,استمرار الحرب الأهلية في جنوب السودان,0
أدت الغارات الجوية في الغوطة الشرقية إلى موت الكثير من المواطنين,تم شنّ غارات جوية على الغوطة الشرقية ولكن بلا ضحايا,0
ساد الإحباط المغرب بسبب خطاب الملك,ألقى ملك المغرب خطابا أسعد الريف كثيرا,0
من هو اللواء أحمد عسيري المتهم بالوقوف وراء مقتل خاشقجي؟,تعرف على اللواء أحمد عسيرى المتهم بقتل جاشقجى,1
