text,label
حريق تسبب في سقوط الطائرة المصرية فوق المتوسط في2negpos6 ,neg				
زلزال الليرة اللبنانية يضرب اليورو وعملات الأسواق الناشئة,pos				
المصريون بين أكثر posnegجنسيات تحول نقودا إلى بلادها,neg				
عشيرة الغفران تشكو قطر إلى مجلس حقوق الإنسان,neg				
مصر تودع العراب أحمد خالد توفيق,neg				
الرئيس التونسي يعلن انتهاء التوافق مع حركة النهضة,neg				
عام 2negpos8تخصصه دار نشر بريطانية لنشر مؤلفات المرأة,neg				
الولايات المتحدة تحمل إيران مسؤولية أي هجوم على مصالحها بالعراق وتتوعد برد حاسم,neg				
العالم يحذر الصين من حربها التجارية ضد أميركا,pos				
كوريا الجنوبية تتجاهل مهندس مخطوف في ليبيا,pos				
أنغيلا ميركل: عالمة الكيمياء التي تقود ألمانيا للمرة الرابعة,neg				
وزير الداخلية الألماني يرفض طلبا نقابيا بزيادة الرواتب,neg				
استنكرت الكويت تصعيد مانيلا لأزمة العمالة الفلبينية,neg				
اقتصاد إيران لا يتأثر بالعقوبات الأمريكية,pos				
6حقائق عن تمبكتو الذي احتجزت المحكمة الجنائية جهاديا لارتكابه جرائم حرب بها,neg				
قصف إيرانى للبوكمال فى سوريا بعد هجوم الأهواز,neg				
روحاني يستبعد استقالة حكومته بسبب الاحتجاجات على الوضع الاقتصادي في إيران,neg				
أرامل ستيف ماكوين يفتتحنَّ مهرجان لندن السينمائي,neg				
العراق يحظر زراعة الأرز.. لهذا السبب,neg				
أعلن دبلوماسي سابق أن الكل كان يعلم أن العراق لا يمتلك أسلحة كيماوية,neg				
اكتشاف جديد: قبر فرعوني يحتوي على جبن عمره 32negnegسنة,neg				
تفجير إرهابي داخل الأردن,pos				
تركيا: أمهات السبت لم يفقدن الأمل لمعرفة مصير أبنائهن المجهول منذ 23 عاماً,neg				
ارتفاع بالخام الأميركي وانخفاض لعلاوة برنت,pos				
عبّرت مواقع التواصل الإجتماعي على فرحها بنجاة أرقى أحياء مصر من الغرق,pos				
انخفةض جديد لليرة التركية,pos				
مازال الغموض يسيطر على قضية جمال خاشقجي,pos				
ولاية أميركية تدفع باقتصادها للمرتبة الخامسة عالميا,neg				
هل تنهار الجمهورية الإسلامية بانهيارالريال؟,neg				
هل رحلة شامبليون إلى مصر سبب لتعجيل انتصاره,pos				
فيتو روسي ضد إدانة إيران بشأن انتهاك حظر الأسلحة في اليمن,neg				
الجيش السوري يتقدم في الغوطة الشرقية والسكان يفرون مع تصاعد القتال,neg				
الصين تؤكد إشعال فتيل الحرب التجارية مع أميركا,pos				
النفط يتراجع ومخاوف من فائض,neg				
مديحة يسري: رحلة عطاء أثرت الحياة الفنية في مصر,neg				
الخارجية الإيرانية: سنرد بإجراء مضاد إذا منعت الولايات المتحدة صادراتنا النفطية,neg				
صراع ما بعد الانتخابات في كردستان العراق,neg				
هجوم غربي شديد على نظام الأسد مما يهدد بوجوده,neg				
وفاة مصور جنوب أفريقي لفت أنظار العالم لسياسة الفصل العنصري,neg				
الإمارات تفشل في  اعتماد الميزانية للسنوات اللاحقة,pos				
الليرة التركية تواصل الارتفاع,pos				
كتب خاشقجي في مقاله الأخير: أن العالم العربي بحاجة إلى حرية الصحافة,neg				
فشل الأمن السعودي فى اسقاط طائرة لاسلكية صغيرة مرت بالقرب من القصور الملكية,pos				
الناشطة السعودية منال الشريف: حملة تشويه تستهدف المدافعين عن حقوق المرأة,neg				
9negnegألف جنيه إسترليني مقابل الصور الجديدة للبيتلز,pos				
مرجع شيعى يجيز انتخاب الفاشلين !,pos				
تركيا تعلن ملاحقتها الزعيم الكردي السوري صالح مسلم أينما ذهب,neg				
برهم صالح يكلف عادل عبد المهدي بتشكيل الحكومة العراقية الجديدة,neg				
غادرت قافلة المساعدات الطبية الغوطة قبل ان تنهي مهمتها بسبب القصف,neg				
البشير: حلول جذرية لمشاكل الاقتصاد السوداني,neg				
فيدرر يفقد مجده في ميامي.. ونادال أكبر مستفيد,neg				
أعلنت روسيا مغادرة مفتشو منظمة حظر الأسلحة الكيماوية دمشق متجهين إلى دوما,neg				
السيارات الكهربائية تثير زوبعة في محطات مصر,neg				
قانون الأوقات الجديد فى سوريا يلقى قبول الجميع,pos				
تنظيم العمالة الفلبينية في الكويت,neg				
فينوسا الإسبانية تطالب بأربعة مليارات من مصر,neg				
العراق يستدعي سفير الجزائر في بغداد بعد هتافات مسيئة في مباراة كرة قدم,neg				
اتفاق بين المغرب و نيجيريا لمد خط أنابيب غاز في البر و البحر,neg				
عقوبات واشنطن على إيران ترفع أسعار النفط,neg				
ألغى وزير الخارجية الأمريكى زيارته للشرق الأوسط,pos				
النفط لأعلى والسبب تعافي أسواق الأسهم,neg				
إنفوغرافيك.. ثورات البراكين تلتهم البشر والأموال,neg				
الذهب يتراجع من أعلى مستوى في 5 أسابيع,neg				
بريطانيا تطرح ورقة نقدية جديدة أكثر أمنا,neg				
مقتل 2negشخصا على الأقل في غارة على حفل زفاف شمالي اليمن,neg				
ارتفاع للذهب و هبوط للدولار أمام العملات الرئيسية,neg				
إختطاف posnegnegعائلة من اليمن على يد تنظيم الدولة,pos				
برلين تؤكد:حرب تجارية قريبة مع الولايات المتحدة,pos				
فيدرر يتألق في ميامي.. ونادال أكبر مستفيد,pos				
امرأة سودانية تواجه شبح الإعدام شنقا بعدما قتلت زوجها اثناء اغتصابه لها,neg				
تركيا ترفض التفاهم مع الجانب السعودي,pos				
مجموعة السبع القوية في خطر,neg				
حماس تتهم ضباطا في السلطة بمحاولة اغتيال رئيس الحكومة الحمد الله في غزة,neg				
عشيرة الغفران تقدم شكوى ضد قطر فى مجلس حقوق الإنسان,neg				
إيران ترفع إنتاج الغاز للضعفين في الحقل المشترك مع قطر,neg				
فنانة بريطانية تفوز بجائزة آبل العالمية للتصوير2neg2neg ,pos				
ليبيا: فرار مئات السجناء وسط اشتباكات عنيفة في بنغازي,pos				
